project_id,deployment_id,subproject_name,subproject_design,placename,longitude,latitude,start_date,end_date,event_name,event_description,event_type,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,recorded_by,plot_treatment,plot_treatment_description,detection_distance
2004409,S03_T20_2026,Site_03,,S03_T20,151.74026,-32.24207,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S03_T20,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S03_T22_2026,Site_03,,S03_T22,151.74029,-32.24193,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S03_T22,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S03_T24_2026,Site_03,,S03_T24,151.74055,-32.24189,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S03_T24,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S04_T02_2026,Site_04,,S04_T02,151.745693,-32.2444595,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S04_T02,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S04_T04_2026,Site_04,,S04_T04,151.745877,-32.244331,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S04_T04,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S04_T06_2026,Site_04,,S04_T06,151.746126,-32.244227,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S04_T06,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S04_T08_2026,Site_04,,S04_T08,151.746338,-32.244115,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S04_T08,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S04_T10_2026,Site_04,,S04_T10,151.746479,-32.243833,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S04_T10,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S04_T12_2026,Site_04,,S04_T12,151.746551,-32.243623,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S04_T12,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S04_T14_2026,Site_04,,S04_T14,151.74652,-32.24437,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S04_T14,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S04_T16_2026,Site_04,,S04_T16,151.74626,-32.24442,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S04_T16,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S04_T18_2026,Site_04,,S04_T18,151.74603,-32.2445,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S04_T18,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S04_T20_2026,Site_04,,S04_T20,151.7458,-32.24465,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S04_T20,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S04_T22_2026,Site_04,,S04_T22,151.7455,-32.2449,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S04_T22,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S04_T24_2026,Site_04,,S04_T24,151.74583,-32.24486,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S04_T24,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S05_T02_2026,Site_05,,S05_T02,151.750828,-32.246425,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S05_T02,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S05_T04_2026,Site_05,,S05_T04,151.751056,-32.24648,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S05_T04,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S05_T06_2026,Site_05,,S05_T06,151.751257,-32.246641,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S05_T06,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S05_T08_2026,Site_05,,S05_T08,151.751335,-32.246649,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S05_T08,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S05_T10_2026,Site_05,,S05_T10,151.751672,-32.246699,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S05_T10,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S05_T12_2026,Site_05,,S05_T12,151.751784,-32.246737,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S05_T12,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S05_T14_2026,Site_05,,S05_T14,151.751422,-32.245624,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S05_T14,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S05_T16_2026,Site_05,,S05_T16,151.751706,-32.245784,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S05_T16,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S05_T18_2026,Site_05,,S05_T18,151.751796,-32.245771,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S05_T18,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S05_T20_2026,Site_05,,S05_T20,151.751794,-32.245763,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S05_T20,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S05_T22_2026,Site_05,,S05_T22,151.75174,-32.245948,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S05_T22,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
2004409,S05_T24_2026,Site_05,,S05_T24,151.75237,-32.2461,2026-07-27,2026-07-30,None,,None,Other,Universal mammal bait,None,,S05_T24,0,Camera Functioning,Knee height,,Parallel,Generally pointing 45 degrees downwards,,,Forestry compartment,regrowth native Eucalypt forest
