project_id,deployment_id,subproject_name,subproject_design,placename,longitude,latitude,start_date,end_date,event_name,event_description,event_type,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,recorded_by,plot_treatment,plot_treatment_description,detection_distance
2004409,S02_T16_2023,Site_02,,S02_T16,151.7388683,-32.24040167,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S02_T16,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T20_2023,Site_02,,S02_T20,151.73935,-32.24015,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S02_T20,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T22_2023,Site_02,,S02_T22,151.7393833,-32.23995,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S02_T22,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S02_T24_2023,Site_02,,S02_T24,151.7400333,-32.24046667,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S02_T24,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T02_2023,Site_03,,S03_T02,151.7407367,-32.243005,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S03_T02,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T04_2023,Site_03,,S03_T04,151.7405333,-32.24297167,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S03_T04,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T06_2023,Site_03,,S03_T06,151.74042,-32.24286833,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S03_T06,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T08_2023,Site_03,,S03_T08,151.7402583,-32.24302333,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S03_T08,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T10_2023,Site_03,,S03_T10,151.7401233,-32.24303167,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S03_T10,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T12_2023,Site_03,,S03_T12,151.7400,-32.24316667,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S03_T12,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T14_2023,Site_03,,S03_T14,151.7398167,-32.24246667,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S03_T14,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T16_2023,Site_03,,S03_T16,151.7399,-32.24238333,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S03_T16,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T18_2023,Site_03,,S03_T18,151.74005,-32.24221667,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S03_T18,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T20_2023,Site_03,,S03_T20,151.7401333,-32.24205,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S03_T20,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T22_2023,Site_03,,S03_T22,151.7404167,-32.24188333,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S03_T22,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S03_T24_2023,Site_03,,S03_T24,151.7406167,-32.24191667,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S03_T24,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T02_2023,Site_04,,S04_T02,151.7452,-32.2443,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S04_T02,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T04_2023,Site_04,,S04_T04,151.7455,-32.2442,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S04_T04,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T06_2023,Site_04,,S04_T06,151.7456,-32.2442,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S04_T06,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T08_2023,Site_04,,S04_T08,151.7457,-32.2441,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S04_T08,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T10_2023,Site_04,,S04_T10,151.7458,-32.2441,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S04_T10,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T12_2023,Site_04,,S04_T12,151.7458,-32.2437,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S04_T12,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T14_2023,Site_04,,S04_T14,151.7462,-32.2443,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S04_T14,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T16_2023,Site_04,,S04_T16,151.7460,-32.2443,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S04_T16,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T18_2023,Site_04,,S04_T18,151.7459,-32.2443,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S04_T18,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T20_2023,Site_04,,S04_T20,151.7457,-32.2444,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S04_T20,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T22_2023,Site_04,,S04_T22,151.7455,-32.2445,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S04_T22,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S04_T24_2023,Site_04,,S04_T24,151.7454,-32.2445,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S04_T24,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T02_2023,Site_05,,S05_T02,151.7509017,-32.24677667,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S05_T02,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T04_2023,Site_05,,S05_T04,151.751105,-32.24666667,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S05_T04,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T06_2023,Site_05,,S05_T06,151.7513317,-32.24667833,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S05_T06,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T08_2023,Site_05,,S05_T08,151.7513983,-32.246685,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S05_T08,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T10_2023,Site_05,,S05_T10,151.751655,-32.24666167,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S05_T10,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T12_2023,Site_05,,S05_T12,151.7517167,-32.24657667,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S05_T12,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T14_2023,Site_05,,S05_T14,151.7513533,-32.24630167,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S05_T14,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T16_2023,Site_05,,S05_T16,151.7515,-32.24640833,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S05_T16,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T18_2023,Site_05,,S05_T18,151.75131,-32.24646167,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S05_T18,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T20_2023,Site_05,,S05_T20,151.751165,-32.24647167,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S05_T20,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T22_2023,Site_05,,S05_T22,151.7509833,-32.24643667,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S05_T22,0,Camera Functioning,Knee height,,Parallel,,,,,
2004409,S05_T24_2023,Site_05,,S05_T24,151.7508067,-32.24637333,2023-07-24,2023-07-27,None,,None,Other,Universal mammal bait,None,,S05_T24,0,Camera Functioning,Knee height,,Parallel,,,,,
