"project_id.x","deployment_id","image_id","filename","location","is_blank","identified_by","wi_taxon_id","class","order","family","genus","species","common_name","uncertainty","timestamp","number_of_objects","age","sex","animal_recognizable","individual_id","individual_animal_notes","behavior","highlighted","markings","cv_confidence","license","bounding_boxes","project_id.y","placename","longitude","latitude","start_date","end_date","bait_type","bait_description","feature_type","feature_type_methodology","camera_id","camera_name","quiet_period","camera_functioning","sensor_height","height_other","sensor_orientation","orientation_other","plot_treatment","plot_treatment_description","detection_distance","subproject_name","subproject_design","event_name","event_description","event_type","recorded_by","remarks","DateTimeOriginal","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","n_images"
2004409,"S01_T02_2025","b317a98b-cd3d-47e2-b32d-67353d157cfe","site01_trap_02_31072025__2025-07-31__03-26-30(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/b317a98b-cd3d-47e2-b32d-67353d157cfe.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 03:26:30",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.377604141831398,0.546875,0.8183593600988388,0.73974609375]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 03:26:30,1608,26.8,0.4,0,6
2004409,"S01_T02_2025","5e7cd116-61e8-48cc-8edf-33638b93345f","site01_trap_02_31072025__2025-07-31__03-35-58(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/5e7cd116-61e8-48cc-8edf-33638b93345f.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 03:35:58",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.3749999850988388,0.53173828125,0.779947891831398,0.662109375]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 03:35:58,568,9.5,0.2,0,6
2004409,"S01_T02_2025","81312ad6-1031-48a5-b159-9b2ddb7020c2","site01_trap_02_31072025__2025-07-31__03-58-03(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/81312ad6-1031-48a5-b159-9b2ddb7020c2.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 03:58:03",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.5957031473517418,0.62353515625,0.8196614757180214,0.76123046875]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 03:58:03,1325,22.1,0.4,0,6
2004409,"S01_T02_2025","56b4393c-7537-4775-9f82-4859e03f47ad","site01_trap_02_31072025__2025-07-31__04-36-02(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/56b4393c-7537-4775-9f82-4859e03f47ad.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 04:36:02",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.380208358168602,0.509765625,0.8261718899011612,0.65478515625]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 04:36:02,2279,38,0.6,0,13
2004409,"S01_T02_2025","f8cefd2b-7eb4-4ff3-8243-a15320551ea2","site01_trap_02_31072025__2025-07-31__04-48-39(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/f8cefd2b-7eb4-4ff3-8243-a15320551ea2.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 04:48:39",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.521484375,0.43017578125,0.79296875,0.63037109375]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 04:48:39,757,12.6,0.2,0,10
2004409,"S01_T02_2025","e3e08919-5642-4bd4-bf06-78789b87f1d5","site01_trap_02_31072025__2025-07-31__05-04-23(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/e3e08919-5642-4bd4-bf06-78789b87f1d5.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 05:04:23",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.3554687350988388,0.5390625,0.797526016831398,0.66357421875]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 05:04:23,944,15.7,0.3,0,22
2004409,"S01_T02_2025","6a5e6221-0ccf-4a91-b7c3-8e160860314f","site01_trap_02_31072025__2025-07-31__05-23-31(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/6a5e6221-0ccf-4a91-b7c3-8e160860314f.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 05:23:31",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.5279948115348816,0.072265625,0.6236979365348816,0.25146484375]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 05:23:31,1148,19.1,0.3,0,18
2004409,"S01_T02_2025","e04f6502-cf64-45e7-8135-4c86e476ed78","site01_trap_02_31072025__2025-07-31__05-29-02(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/e04f6502-cf64-45e7-8135-4c86e476ed78.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 05:29:02",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.6002603955566883,0.00927734375,0.7187499813735485,0.1083984375]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 05:29:02,331,5.5,0.1,0,27
2004409,"S01_T02_2025","995eceb6-2f7e-41ff-b1ba-21ec7c6e29b8","site01_trap_02_31072025__2025-07-31__05-49-00(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/995eceb6-2f7e-41ff-b1ba-21ec7c6e29b8.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 05:49:00",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.4609375149011612,0.55126953125,0.811848983168602,0.76611328125]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 05:49:00,1198,20,0.3,0,8
2004409,"S01_T02_2025","b649f109-e25b-484b-a5c9-05b0c45f7f71","site01_trap_02_31072025__2025-07-31__05-54-08(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/b649f109-e25b-484b-a5c9-05b0c45f7f71.JPG",0,"Alicia Carruthers","6e975946-43db-40cf-a4bb-2977319097a1","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","","Antechinus Species",NA,"2025-07-31 05:54:08",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","{""{\""detectionBox\"":[0.6477864608168602,0.56005859375,0.8151041641831398,0.62451171875]}""}",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 05:54:08,308,5.1,0.1,0,4
2004409,"S01_T02_2025","21ec53a8-08de-4b97-ab22-6ecf1d5d3a33","site01_trap_02_31072025__2025-07-28__09-58-44(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/21ec53a8-08de-4b97-ab22-6ecf1d5d3a33.JPG",1,"Alicia Carruthers","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2025-07-28 09:58:44",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-28 09:58:44,0,0,0,0,8
2004409,"S01_T02_2025","9667f49f-d1b4-4bc0-9946-deabf4e7c0e6","site01_trap_02_31072025__2025-07-29__20-10-39(3).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/9667f49f-d1b4-4bc0-9946-deabf4e7c0e6.JPG",1,"Alicia Carruthers","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2025-07-29 20:10:39",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-29 20:10:39,123115,2051.9,34.2,1.4,1
2004409,"S01_T02_2025","b895618c-fb2e-4c7d-82d8-c4785de0f61b","site01_trap_02_31072025__2025-07-30__20-19-42(8).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/b895618c-fb2e-4c7d-82d8-c4785de0f61b.JPG",1,"Alicia Carruthers","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2025-07-30 20:19:42",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-30 20:19:42,86943,1449,24.1,1,2
2004409,"S01_T02_2025","cb0cff1a-a843-4709-b6e4-680684c6f0cc","site01_trap_02_31072025__2025-07-30__21-44-27(3).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/cb0cff1a-a843-4709-b6e4-680684c6f0cc.JPG",1,"Alicia Carruthers","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2025-07-30 21:44:27",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-30 21:44:27,5085,84.8,1.4,0.1,1
2004409,"S01_T02_2025","cc7ef45f-f01d-44c9-94e9-1a851e3308af","site01_trap_02_31072025__2025-07-30__23-38-05(3).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/cc7ef45f-f01d-44c9-94e9-1a851e3308af.JPG",1,"Alicia Carruthers","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2025-07-30 23:38:05",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-30 23:38:05,6818,113.6,1.9,0.1,1
2004409,"S01_T02_2025","ffb8fd82-0415-4b8e-b15a-5161eaca3dc5","site01_trap_02_31072025__2025-07-31__00-40-43(8).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/ffb8fd82-0415-4b8e-b15a-5161eaca3dc5.JPG",1,"Alicia Carruthers","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2025-07-31 00:40:43",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 00:40:43,3758,62.6,1,0,2
2004409,"S01_T02_2025","40710e9d-aac5-495f-8023-e81f79d4a3f4","site01_trap_02_31072025__2025-07-31__00-55-59(1).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/40710e9d-aac5-495f-8023-e81f79d4a3f4.JPG",1,"Alicia Carruthers","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2025-07-31 00:55:59",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 00:55:59,916,15.3,0.3,0,14
2004409,"S01_T02_2025","915c762b-8b72-4345-9fb1-6c3185e517bf","site01_trap_02_31072025__2025-07-31__01-06-38(5).JPG","gs://145625598251_2004409_606_usyd_tfe_2022__main/deployment/2403189/prod/directUpload/915c762b-8b72-4345-9fb1-6c3185e517bf.JPG",1,"Alicia Carruthers","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2025-07-31 01:06:38",1,NA,NA,NA,NA,"",NA,"false","",NA,"CC-BY-NC","",2004409,"S01_T02",151.7346333,-32.2382,"2025-07-28 00:00:00","2025-07-31 00:00:00","Other","Universal mammal bait","None",NA,2085457,"S01_T02",0,"Camera Functioning","Knee height",NA,"Parallel",NA,NA,NA,NA,"Site_01",NA,NA,NA,NA,NA,NA,2025-07-31 01:06:38,639,10.7,0.2,0,4
